University_ID,Region,Institution_Type,Student_Scale,Faculty_Scale,Education_Budget_wan,Per100_Computers,Network_Coverage_%,IT_Budget_Ratio_%,IT_Staff_Ratio_%,Info_System_Count,Data_Governance_Score,Online_Service_Rate_%,Digital_Literacy_Score,Cybersecurity_Investment_%,System_Uptime_%,Management_Status
UNI1456,Central,Vocational,11475.16,200.0,254050.17,52.04,100.0,2.79,0.88,42.08,45.06,38.93,80.21,5.27,100.0,Suboptimal
UNI1457,West,Vocational,33703.79,2259.55,386632.15,52.85,100.0,3.16,0.66,103.63,48.71,86.38,65.8,15.5,100.0,Optimal
UNI1458,East,Undergraduate,33764.32,1859.39,183658.21,55.27,100.0,4.59,0.16,87.95,100.0,96.43,100.0,25.15,99.07,Optimal
UNI1459,West,Undergraduate,16335.66,937.62,265209.44,40.41,97.62,3.7,0.29,52.69,100.0,70.62,79.79,20.64,96.18,Optimal
UNI1460,East,Undergraduate,17169.47,2331.78,287193.42,46.89,97.29,4.1,0.51,40.66,39.6,34.39,52.3,1.88,97.54,Suboptimal
UNI1461,East,Vocational,23879.18,1431.25,117231.37,38.82,97.84,4.07,0.46,5.0,77.88,68.77,66.19,13.42,97.66,Suboptimal
UNI1462,East,Vocational,19247.48,200.0,53391.27,33.01,96.82,3.07,0.43,20.16,46.74,56.46,71.9,16.03,98.19,Suboptimal
UNI1463,East,Vocational,22958.95,200.0,99011.46,41.09,100.0,2.26,0.87,52.44,54.71,56.19,70.29,20.43,99.45,Optimal
UNI1464,East,Vocational,3000.0,200.0,10000.0,43.39,97.02,3.23,0.32,33.77,60.46,67.28,73.85,6.08,99.4,Suboptimal
UNI1465,West,Vocational,3000.0,200.0,10000.0,54.29,97.88,0.5,0.05,13.05,31.8,40.46,58.76,15.12,97.69,Suboptimal
UNI1466,East,Vocational,14686.15,222.05,46755.87,46.65,97.75,1.47,0.58,30.95,45.57,41.51,81.46,6.61,96.89,Suboptimal
UNI1467,Central,Undergraduate,28899.48,2036.79,260211.04,80.55,97.63,4.01,0.96,59.96,67.0,48.02,81.18,14.83,100.0,Optimal
UNI1468,East,Undergraduate,30824.66,767.62,80929.24,42.65,98.73,2.22,0.35,81.88,70.62,59.85,75.29,11.24,98.81,Optimal
UNI1469,West,Vocational,20579.5,1147.32,123934.4,43.13,97.15,0.51,0.47,29.72,57.59,47.46,89.66,6.78,98.17,Suboptimal
UNI1470,West,Undergraduate,16569.58,1862.04,128058.04,54.48,99.3,1.59,0.35,62.59,55.45,27.6,74.48,7.23,99.16,Suboptimal
UNI1471,East,Undergraduate,24773.63,3327.45,269179.67,63.94,100.0,5.12,0.69,87.13,66.9,84.11,80.72,12.47,97.47,Optimal
UNI1472,Central,Vocational,15723.03,2752.14,211187.17,68.89,100.0,3.94,1.32,77.26,52.57,63.17,66.76,9.69,100.0,Optimal
UNI1473,West,Vocational,8517.63,200.0,93765.25,36.31,98.66,3.31,0.17,66.62,57.29,38.71,73.86,13.83,98.43,Suboptimal
UNI1474,West,Vocational,8605.37,200.0,10000.0,38.06,96.99,4.43,0.55,20.6,50.32,42.75,69.25,1.0,97.23,Suboptimal
UNI1475,East,Vocational,9802.18,200.0,37712.82,24.75,97.8,0.79,0.05,5.0,73.46,73.16,83.63,14.64,98.05,Optimal
UNI1476,Central,Vocational,3000.0,200.0,23785.9,23.58,96.39,2.27,0.5,9.94,51.32,33.82,11.93,2.4,96.81,Suboptimal
UNI1477,West,Vocational,3000.0,200.0,72676.21,34.12,94.05,5.39,0.33,45.33,55.35,51.7,34.75,8.01,97.85,Suboptimal
UNI1478,East,Vocational,3000.0,262.29,27338.3,41.46,99.8,2.37,0.78,22.52,57.28,38.76,70.18,15.07,99.43,Suboptimal
UNI1479,West,Undergraduate,6504.97,2730.63,40767.4,61.67,98.77,2.77,0.98,45.13,44.4,58.5,61.87,11.23,98.11,Suboptimal
UNI1480,East,Vocational,11995.67,1311.36,67531.54,86.04,100.0,3.51,0.53,32.3,55.24,55.75,80.67,9.81,98.1,Optimal
UNI1481,West,Undergraduate,26417.28,3401.33,202462.69,55.25,100.0,4.57,0.93,127.64,100.0,100.0,100.0,11.77,99.03,Optimal
UNI1482,East,Undergraduate,7163.67,670.77,134557.33,48.85,98.46,2.76,0.14,28.93,68.86,69.52,78.79,22.7,100.0,Optimal
UNI1483,East,Vocational,3000.0,1718.71,35840.91,49.52,98.28,1.71,0.36,28.85,62.83,89.59,42.86,16.28,99.62,Suboptimal
UNI1484,West,Undergraduate,16264.19,1333.7,174019.2,55.45,100.0,3.11,0.75,80.72,92.13,62.41,56.87,1.0,100.0,Optimal
UNI1485,West,Undergraduate,9009.78,1121.78,307445.16,36.81,96.47,4.13,0.59,79.41,94.2,97.4,94.46,18.62,98.53,Optimal
UNI1486,West,Undergraduate,13129.37,3321.77,166360.76,69.89,95.35,4.2,0.97,109.5,35.7,55.95,86.62,5.33,97.12,Suboptimal
UNI1487,West,Vocational,14648.05,1686.26,106660.18,65.7,99.3,4.09,0.47,63.83,83.79,41.82,37.12,7.47,99.78,Optimal
UNI1488,East,Vocational,15348.53,200.0,10000.0,46.91,100.0,0.5,0.6,20.42,60.78,52.01,62.2,2.95,98.14,Suboptimal
UNI1489,East,Undergraduate,15112.08,3543.98,479558.34,74.97,97.84,4.66,0.84,78.81,67.82,44.93,46.13,1.0,98.93,Optimal
UNI1490,East,Undergraduate,18404.97,1138.89,327803.56,64.62,99.21,3.64,0.28,71.01,69.9,27.5,69.35,9.51,97.2,Suboptimal
UNI1491,Central,Undergraduate,19006.86,2178.6,151140.15,58.01,99.76,3.75,0.94,74.2,84.96,80.98,71.46,20.14,100.0,Optimal
UNI1492,East,Undergraduate,29481.19,1706.89,178221.67,47.92,99.42,4.78,0.82,61.72,78.41,74.26,100.0,9.86,96.21,Optimal
UNI1493,West,Vocational,5103.36,762.65,41227.16,30.21,95.59,2.57,0.05,32.58,36.43,41.38,53.88,12.58,98.94,Optimal
UNI1494,East,Vocational,27500.11,1050.17,31575.15,73.49,100.0,2.59,0.35,69.99,59.84,54.7,71.82,12.28,100.0,Optimal
UNI1495,East,Undergraduate,8081.62,3097.56,197545.34,55.94,97.01,4.86,0.09,82.42,33.95,47.91,71.69,9.63,100.0,Suboptimal
UNI1496,East,Undergraduate,28708.53,2300.81,265270.92,66.52,100.0,3.81,0.61,82.71,100.0,92.69,75.6,22.19,99.8,Optimal
UNI1497,East,Vocational,4823.54,200.0,63623.5,62.11,99.64,1.83,0.18,6.41,57.96,64.32,66.93,14.38,97.82,Optimal
UNI1498,East,Vocational,5716.05,1985.4,10000.0,48.23,98.56,2.55,0.52,69.06,59.38,51.74,62.55,17.26,99.41,Suboptimal
UNI1499,Central,Vocational,12857.57,1351.12,62595.24,59.96,100.0,2.47,0.19,29.43,49.89,64.79,52.53,3.82,99.71,Suboptimal
UNI1500,East,Vocational,27909.44,607.72,10000.0,54.06,99.77,3.12,0.21,22.25,73.35,62.27,58.88,14.96,99.3,Optimal
UNI1501,Central,Vocational,3000.0,200.0,10000.0,61.03,95.2,0.59,0.64,40.0,82.11,73.16,70.69,20.58,96.79,Suboptimal
UNI1502,West,Undergraduate,22429.27,1024.36,10000.0,68.34,98.9,3.9,0.98,51.39,53.49,75.98,51.52,5.65,99.83,Optimal
UNI1503,Central,Undergraduate,19760.34,1410.42,199484.64,69.66,100.0,3.83,0.47,60.27,81.56,50.46,69.97,1.0,100.0,Optimal
UNI1504,Central,Vocational,3000.0,1238.38,66339.71,43.44,97.38,3.93,0.78,33.58,75.4,55.74,72.64,7.71,97.72,Suboptimal
UNI1505,East,Vocational,5509.24,530.47,178614.1,44.3,98.34,5.6,0.55,26.0,55.78,44.53,62.05,4.91,96.92,Suboptimal
UNI1506,East,Vocational,9209.88,3127.29,201898.12,37.83,96.72,3.7,0.35,41.76,55.92,57.22,74.53,13.74,100.0,Suboptimal
UNI1507,East,Vocational,3000.0,200.0,10000.0,18.96,95.61,0.5,0.05,5.0,93.91,71.73,59.49,6.36,98.85,Suboptimal
UNI1508,West,Undergraduate,27299.3,1639.84,276349.48,72.29,98.92,4.44,0.08,103.66,79.87,33.42,55.32,8.8,100.0,Optimal
UNI1509,Central,Undergraduate,4054.91,2240.77,10000.0,40.55,95.76,3.9,0.7,84.63,82.06,64.5,78.99,8.78,97.92,Optimal
UNI1510,East,Undergraduate,13099.97,2873.89,74339.39,43.25,96.97,5.11,0.5,65.24,88.17,56.58,83.99,10.99,99.08,Optimal
UNI1511,Central,Vocational,24916.94,200.0,138759.08,60.2,100.0,3.23,0.69,74.99,78.73,95.72,68.71,13.11,99.13,Optimal
UNI1512,West,Undergraduate,12689.83,720.61,245868.83,58.51,98.79,2.57,1.21,77.66,55.3,67.39,50.85,5.35,99.29,Suboptimal
UNI1513,Central,Vocational,19763.59,1119.1,113698.08,63.11,100.0,1.71,0.95,43.35,29.67,67.09,64.38,15.46,100.0,Suboptimal
UNI1514,Central,Vocational,11315.36,1658.83,10000.0,62.11,99.62,0.84,0.2,6.14,58.07,86.22,74.36,20.22,97.28,Optimal
UNI1515,West,Undergraduate,18734.24,4173.46,276689.61,68.99,97.61,4.0,0.59,95.32,100.0,67.58,100.0,13.04,99.24,Optimal
UNI1516,Central,Vocational,8493.13,200.0,10000.0,61.27,96.2,1.34,0.48,52.52,89.89,99.16,82.84,13.91,97.48,Optimal
UNI1517,Central,Undergraduate,10832.17,2357.29,348456.06,51.45,99.82,6.5,0.52,82.82,64.4,41.38,64.57,2.02,98.1,Optimal
UNI1518,East,Undergraduate,18816.67,1304.61,275202.04,50.43,95.9,1.42,0.82,88.77,49.26,86.06,99.63,3.99,96.88,Optimal
UNI1519,East,Vocational,16248.13,1217.76,10000.0,43.84,99.93,2.96,1.03,29.95,69.58,62.85,62.11,13.79,97.2,Suboptimal
UNI1520,West,Vocational,13361.28,2065.72,75996.71,40.62,100.0,1.98,0.61,57.12,63.45,66.17,87.76,20.45,100.0,Optimal
UNI1521,Central,Vocational,18399.56,1738.3,93218.51,68.79,96.14,2.89,0.69,32.2,66.91,69.42,75.44,6.51,100.0,Suboptimal
UNI1522,East,Undergraduate,17275.55,2611.97,332088.25,43.83,97.76,3.73,1.04,37.3,39.6,64.5,75.03,15.17,97.58,Optimal
UNI1523,Central,Undergraduate,17406.64,3054.66,587389.16,29.86,98.43,7.12,0.98,99.78,64.94,67.62,78.44,8.86,100.0,Optimal
UNI1524,East,Undergraduate,37188.34,2991.08,332027.1,57.2,99.03,6.05,0.96,98.26,95.17,69.76,84.51,13.75,99.77,Optimal
UNI1525,West,Undergraduate,27575.66,2809.79,291934.78,19.83,96.31,2.91,0.31,84.88,99.69,66.73,73.32,19.02,97.77,Optimal
UNI1526,East,Vocational,10528.22,1060.0,29092.81,40.23,98.59,5.17,0.89,48.06,60.89,63.67,83.07,8.17,97.97,Optimal
UNI1527,West,Vocational,22371.51,200.0,108975.18,54.09,100.0,4.73,0.42,57.79,56.88,71.92,62.41,16.77,99.99,Optimal
UNI1528,Central,Vocational,25140.38,417.82,10000.0,55.51,99.95,4.13,0.56,21.49,84.77,80.15,67.49,10.41,100.0,Optimal
UNI1529,East,Vocational,3000.0,200.0,10000.0,10.0,98.03,1.62,0.48,49.77,46.2,66.51,88.69,7.27,96.26,Suboptimal
UNI1530,East,Vocational,12808.08,200.0,133230.77,54.41,97.86,3.77,0.32,66.62,43.2,57.78,71.33,6.99,97.49,Suboptimal
UNI1531,West,Undergraduate,30066.39,2844.72,44327.08,38.38,100.0,3.52,0.64,73.36,78.37,58.07,88.76,2.66,98.79,Optimal
UNI1532,East,Vocational,5767.54,635.43,18699.83,40.66,97.31,0.88,0.23,5.0,100.0,79.0,63.07,20.51,94.7,Suboptimal
UNI1533,East,Undergraduate,15739.57,3053.27,220562.05,37.59,95.14,5.34,0.29,22.6,56.41,36.03,65.67,11.84,97.91,Suboptimal
UNI1534,West,Undergraduate,23731.55,1500.97,331292.51,69.92,98.65,2.97,0.8,95.98,68.07,54.89,79.8,11.54,99.98,Optimal
UNI1535,East,Vocational,3000.0,1526.08,10000.0,49.44,99.19,2.43,0.27,43.15,67.32,69.52,66.91,7.64,99.23,Optimal
UNI1536,East,Undergraduate,25461.96,3916.1,433472.25,89.04,100.0,2.98,0.76,84.42,68.23,82.99,60.77,14.13,100.0,Optimal
UNI1537,East,Vocational,3000.0,517.67,10000.0,33.66,99.78,0.71,0.35,23.7,31.12,50.86,70.01,12.22,97.65,Suboptimal
UNI1538,West,Vocational,28447.73,1565.3,323608.28,56.4,100.0,3.83,1.03,51.76,84.88,70.91,88.16,11.77,100.0,Optimal
UNI1539,East,Vocational,8986.6,200.0,10000.0,34.16,97.69,0.59,0.1,28.64,57.3,54.08,53.8,11.74,96.37,Suboptimal
UNI1540,East,Undergraduate,17358.81,1029.75,115612.04,52.64,98.71,2.22,0.05,34.34,69.89,68.43,77.81,10.67,97.17,Optimal
UNI1541,East,Vocational,17462.03,996.82,195162.03,59.55,97.92,3.49,0.73,17.47,55.87,48.75,87.33,8.0,98.86,Optimal
UNI1542,East,Vocational,17929.37,200.0,12964.01,54.58,98.88,1.1,0.24,20.85,88.0,44.56,87.46,14.88,99.54,Optimal
UNI1543,East,Undergraduate,18527.03,3074.45,247521.05,50.67,100.0,2.63,1.1,63.4,67.92,75.37,73.88,10.47,97.86,Optimal
UNI1544,East,Vocational,14267.6,564.31,202323.1,44.22,99.7,4.04,0.42,45.59,46.46,87.22,50.02,4.12,98.65,Suboptimal
UNI1545,East,Vocational,5963.86,200.0,12072.43,34.95,97.44,4.1,0.35,50.48,66.53,20.49,49.33,3.27,96.64,Suboptimal
UNI1546,East,Undergraduate,8747.04,1591.52,70595.44,76.43,99.42,4.51,0.44,86.18,42.83,67.34,100.0,12.93,98.01,Optimal
UNI1547,West,Undergraduate,20106.69,2903.81,343717.7,60.45,97.57,2.33,0.82,86.89,72.6,62.73,94.21,11.61,97.07,Optimal
UNI1548,East,Undergraduate,9730.32,2117.77,332220.59,44.57,96.84,4.56,1.36,61.96,59.09,91.03,63.48,13.52,99.14,Optimal
UNI1549,East,Vocational,20987.83,1803.56,290755.04,42.09,97.32,5.9,0.57,44.18,72.1,53.58,95.25,15.52,97.87,Optimal
UNI1550,West,Vocational,16323.36,1699.3,107944.6,37.74,97.67,0.5,0.64,5.0,25.41,39.29,67.49,4.98,97.13,Suboptimal
UNI1551,West,Vocational,3000.0,200.0,10000.0,12.72,97.16,3.38,0.34,26.13,54.49,61.06,48.1,12.7,96.98,Suboptimal
UNI1552,Central,Vocational,28465.63,200.0,10000.0,52.73,99.76,2.2,0.55,5.49,78.35,38.82,80.09,10.68,100.0,Suboptimal
UNI1553,East,Vocational,10157.24,1831.88,10000.0,52.31,97.65,2.07,0.05,56.67,62.48,14.54,47.94,5.91,97.88,Suboptimal
UNI1554,East,Vocational,11768.69,200.0,10000.0,26.84,94.73,1.84,0.68,14.74,56.09,65.34,53.02,9.98,94.95,Suboptimal
UNI1555,East,Undergraduate,20114.24,1344.6,298070.91,50.0,98.91,3.02,0.51,68.72,50.59,68.77,68.46,8.71,98.44,Optimal
UNI1556,East,Undergraduate,23772.43,3122.11,126137.69,68.03,94.46,4.99,0.6,64.28,37.52,48.5,72.34,3.24,96.8,Suboptimal
UNI1557,East,Vocational,4155.12,727.07,161981.45,34.2,95.67,2.46,0.34,5.0,66.21,67.92,45.08,3.47,97.39,Suboptimal
UNI1558,Central,Undergraduate,20086.91,3606.03,311250.81,43.24,98.43,3.31,0.96,110.78,89.94,33.84,75.24,13.94,100.0,Optimal
UNI1559,East,Vocational,9900.23,1478.07,14107.64,26.56,97.05,2.16,0.21,45.71,18.18,34.18,57.9,9.84,97.55,Suboptimal
UNI1560,Central,Vocational,22863.59,200.0,178568.48,54.65,100.0,3.09,0.05,48.01,13.63,30.11,63.59,1.0,99.93,Suboptimal
UNI1561,East,Undergraduate,18046.31,2805.4,268203.68,43.31,100.0,4.84,0.95,60.93,83.99,76.11,78.92,12.23,97.75,Optimal
UNI1562,East,Undergraduate,26541.19,1616.35,342970.54,57.88,96.43,1.11,0.72,100.11,74.24,56.88,50.13,7.0,100.0,Optimal
UNI1563,West,Vocational,13552.67,200.0,14264.52,45.63,98.19,2.21,0.33,53.28,51.43,49.32,55.19,14.76,99.28,Suboptimal
UNI1564,West,Undergraduate,3000.0,1628.96,174696.95,43.27,92.87,0.69,0.29,7.59,53.69,54.51,45.73,7.43,96.37,Suboptimal
UNI1565,East,Vocational,5723.07,754.89,11985.22,35.27,98.04,1.62,0.86,39.79,69.3,90.51,56.89,14.95,97.72,Suboptimal
UNI1566,Central,Vocational,4242.36,200.0,10000.0,35.1,97.72,2.52,0.06,33.72,49.02,54.59,67.85,5.27,98.95,Suboptimal
UNI1567,East,Vocational,17534.41,633.75,10000.0,55.18,100.0,1.34,0.43,5.0,52.31,60.89,78.02,7.94,100.0,Optimal
UNI1568,East,Undergraduate,8843.5,3049.23,88688.95,62.84,95.88,0.5,0.44,26.5,65.16,57.45,55.38,7.68,98.28,Suboptimal
UNI1569,Central,Vocational,3000.0,1237.17,186376.14,37.68,98.21,2.66,0.17,36.01,48.0,69.14,43.9,10.66,98.12,Suboptimal
UNI1570,East,Undergraduate,11489.34,1766.28,184822.97,34.48,98.12,6.11,0.89,86.72,51.48,85.39,64.42,7.72,100.0,Optimal
UNI1571,East,Vocational,7082.52,1905.86,122493.94,46.06,96.74,1.48,0.85,42.1,32.22,63.89,44.87,11.28,100.0,Suboptimal
UNI1572,Central,Vocational,14065.94,200.0,10000.0,32.97,97.37,2.59,0.13,49.94,58.8,47.86,60.47,10.12,98.29,Suboptimal
UNI1573,East,Undergraduate,14431.91,3233.13,378337.11,69.13,99.85,5.99,0.75,121.06,87.02,73.08,77.73,14.02,99.15,Optimal
UNI1574,East,Undergraduate,23976.62,2062.04,146722.37,60.53,97.97,3.38,0.63,30.71,58.23,65.36,70.09,10.57,98.33,Suboptimal
UNI1575,East,Undergraduate,47267.46,2203.15,308614.0,67.63,98.08,5.47,0.68,59.0,66.33,56.6,78.13,9.22,99.6,Optimal
UNI1576,West,Vocational,25225.86,200.0,233787.47,54.08,98.99,2.62,1.02,5.0,93.31,83.1,65.2,12.13,100.0,Suboptimal
UNI1577,Central,Undergraduate,21169.74,268.21,168255.07,70.33,97.33,5.09,0.54,83.43,70.38,52.12,60.02,10.71,97.71,Optimal
UNI1578,East,Undergraduate,30336.98,810.88,210017.76,74.42,100.0,4.77,0.53,55.1,97.53,83.76,90.74,19.95,100.0,Suboptimal
UNI1579,East,Undergraduate,15510.28,3614.81,197178.46,66.04,100.0,3.77,0.65,66.85,97.47,42.05,39.33,13.45,97.78,Suboptimal
UNI1580,Central,Vocational,3000.0,200.0,133326.41,75.39,100.0,1.1,0.24,61.53,56.24,21.91,62.57,1.0,99.97,Optimal
UNI1581,East,Undergraduate,27992.45,2889.09,232008.68,59.06,99.87,2.75,0.31,51.03,59.12,64.09,62.3,9.6,100.0,Optimal
UNI1582,Central,Undergraduate,25466.35,1497.07,168828.7,43.66,100.0,0.74,0.64,37.29,58.63,60.15,87.5,10.53,99.99,Optimal
UNI1583,West,Vocational,16831.59,200.0,10000.0,40.51,96.5,2.42,0.36,5.0,59.0,15.86,64.73,1.17,98.7,Suboptimal
UNI1584,East,Vocational,14861.32,1236.81,10000.0,52.92,100.0,3.92,0.57,74.49,100.0,65.72,90.6,9.99,100.0,Optimal
UNI1585,East,Undergraduate,21133.84,3103.48,181503.51,23.47,96.8,3.26,0.54,86.34,63.36,93.09,68.93,11.95,98.18,Optimal
UNI1586,East,Vocational,9261.2,670.86,60638.16,31.44,94.88,1.69,0.05,14.87,47.48,45.17,51.39,5.63,97.0,Suboptimal
UNI1587,East,Vocational,17330.0,1207.77,97918.65,60.42,100.0,4.4,0.52,13.06,40.92,48.47,60.84,9.6,100.0,Optimal
UNI1588,East,Undergraduate,30159.02,3850.59,410388.16,70.77,99.45,5.01,0.9,108.91,79.34,59.27,51.26,12.98,100.0,Optimal
UNI1589,West,Undergraduate,14647.42,1753.22,204263.57,45.69,98.68,3.15,0.79,132.22,66.5,82.01,73.21,8.78,99.85,Optimal
UNI1590,East,Vocational,11695.04,1558.05,16842.75,42.43,96.64,2.75,0.48,29.54,83.33,66.18,86.21,10.63,98.35,Suboptimal
UNI1591,Central,Undergraduate,28981.55,2841.77,119186.79,67.77,100.0,5.97,0.74,48.9,100.0,74.72,61.73,16.2,100.0,Optimal
UNI1592,Central,Vocational,13709.46,2094.13,107259.8,62.59,100.0,4.29,0.91,77.41,77.19,71.13,79.36,14.14,99.96,Optimal
UNI1593,East,Vocational,12669.91,200.0,114609.98,31.14,100.0,0.51,0.21,5.0,44.37,46.95,55.49,10.32,98.87,Optimal
UNI1594,East,Vocational,19247.91,1008.65,166693.52,56.02,98.68,3.44,0.7,43.11,61.51,88.27,89.78,12.79,99.91,Optimal
UNI1595,East,Vocational,13546.09,200.0,10000.0,27.04,99.34,1.86,0.05,5.0,46.37,51.63,47.37,1.0,97.28,Suboptimal
UNI1596,Central,Vocational,3000.0,200.0,10000.0,36.46,98.13,1.49,0.53,17.14,62.02,75.1,78.03,12.03,99.36,Suboptimal
UNI1597,East,Undergraduate,17687.41,1141.32,35238.55,69.12,99.36,2.62,0.5,39.68,75.53,65.92,79.82,16.06,98.0,Optimal
UNI1598,Central,Undergraduate,18001.99,3533.12,286893.13,48.98,98.67,5.25,0.99,128.17,31.65,67.6,32.95,2.46,100.0,Optimal
UNI1599,West,Vocational,17276.67,1743.83,286435.87,45.48,100.0,6.07,0.47,45.77,72.93,67.72,72.02,13.57,100.0,Optimal
UNI1600,West,Vocational,6378.41,1792.8,111981.31,32.26,98.12,4.56,1.1,69.41,85.43,85.91,87.89,18.7,96.65,Optimal
UNI1601,West,Vocational,25689.16,1602.38,30425.4,43.21,98.98,2.85,0.05,45.21,47.52,53.68,35.57,19.56,100.0,Suboptimal
UNI1602,West,Vocational,20715.93,200.0,10000.0,52.54,98.53,2.79,0.59,22.76,63.36,55.75,79.31,9.08,99.21,Optimal
UNI1603,West,Vocational,24564.53,264.85,173178.51,61.35,99.72,3.15,0.62,54.96,78.95,42.2,65.63,9.21,98.57,Optimal
UNI1604,West,Vocational,16857.43,434.63,38850.97,40.98,97.48,2.8,0.05,30.14,81.62,53.98,66.99,17.89,97.95,Suboptimal
UNI1605,Central,Vocational,10475.1,200.0,10000.0,42.61,99.39,2.49,0.8,14.23,41.67,37.77,62.64,3.19,97.78,Suboptimal
UNI1606,West,Undergraduate,18381.78,1584.89,213935.98,41.11,97.94,1.41,0.8,60.11,79.57,94.15,68.46,16.54,99.48,Optimal
UNI1607,West,Undergraduate,26487.96,3070.54,395547.43,34.68,98.26,0.5,0.05,73.62,46.56,77.83,71.72,12.52,96.56,Suboptimal
UNI1608,Central,Undergraduate,26118.04,1708.09,442919.57,47.2,100.0,5.0,0.78,54.45,87.6,84.73,100.0,16.84,100.0,Optimal
UNI1609,Central,Undergraduate,6613.17,2581.03,229532.64,56.6,97.74,1.0,0.44,77.9,53.83,36.32,55.57,7.18,98.9,Suboptimal
UNI1610,Central,Undergraduate,40816.43,2780.88,109308.31,85.93,100.0,2.37,1.16,86.99,96.05,76.85,51.02,11.5,100.0,Optimal
UNI1611,West,Undergraduate,28631.65,2809.74,201381.44,65.83,100.0,2.55,0.53,63.97,100.0,100.0,86.44,25.99,97.56,Optimal
UNI1612,East,Undergraduate,34271.4,2712.03,152266.33,64.6,100.0,4.54,0.05,76.1,72.64,75.6,72.7,1.63,97.71,Optimal
UNI1613,West,Vocational,14907.12,1586.36,162752.91,58.29,98.74,3.55,0.85,32.18,50.4,31.26,77.74,8.96,98.96,Suboptimal
UNI1614,West,Vocational,9424.49,1577.8,109915.14,42.97,95.7,2.82,0.39,19.14,74.76,61.88,53.12,6.26,98.47,Suboptimal
UNI1615,West,Undergraduate,26340.28,1190.64,246024.75,62.63,96.37,3.98,0.11,47.34,55.61,70.03,51.07,7.66,99.0,Suboptimal
UNI1616,East,Vocational,3000.0,276.64,10000.0,14.92,95.5,1.05,0.39,33.24,49.66,70.51,34.47,8.74,93.86,Suboptimal
UNI1617,Central,Undergraduate,10486.25,985.03,100959.81,40.67,95.9,3.79,0.61,58.72,60.6,51.73,84.51,6.78,97.0,Suboptimal
UNI1618,West,Vocational,3120.01,200.0,103938.28,36.06,94.92,3.04,0.29,34.3,83.39,49.74,60.77,9.4,99.44,Suboptimal
UNI1619,West,Undergraduate,3000.0,1293.16,256280.56,45.15,97.87,3.0,0.36,94.76,59.46,69.08,89.25,11.71,96.77,Optimal
UNI1620,West,Vocational,13058.2,1827.08,30866.16,19.71,94.85,2.13,0.17,8.64,68.02,36.23,77.7,11.14,97.53,Suboptimal
UNI1621,Central,Vocational,5838.59,718.48,89957.06,59.74,99.52,3.67,0.37,34.94,58.14,40.07,52.1,8.25,96.73,Suboptimal
UNI1622,Central,Undergraduate,25382.67,3492.63,209741.04,58.49,100.0,2.5,0.68,34.82,74.47,65.68,57.93,11.37,99.69,Optimal
UNI1623,East,Undergraduate,19198.6,3372.63,205999.34,68.76,96.49,4.31,0.72,74.46,92.63,38.05,69.36,10.15,97.57,Optimal
UNI1624,West,Undergraduate,25892.52,5227.15,395001.89,55.67,99.2,5.4,0.39,93.15,38.72,41.35,78.94,6.17,100.0,Suboptimal
UNI1625,East,Vocational,16547.07,2767.94,194360.64,52.23,99.59,3.42,0.63,49.47,56.97,64.63,42.12,15.65,100.0,Optimal
UNI1626,Central,Undergraduate,17931.19,3904.38,222496.81,67.37,100.0,5.28,0.74,68.48,59.51,74.31,80.69,8.51,100.0,Optimal
UNI1627,West,Undergraduate,19899.85,2524.69,240051.34,64.86,96.46,2.35,0.73,65.04,87.83,95.01,87.55,12.39,98.52,Optimal
UNI1628,East,Undergraduate,25385.7,1817.84,156498.45,42.93,97.89,2.37,0.41,111.08,80.94,71.61,58.06,7.46,97.93,Optimal
UNI1629,East,Vocational,9679.95,868.23,10000.0,18.43,99.83,1.67,0.71,32.74,50.76,51.81,46.03,10.17,97.95,Suboptimal
UNI1630,East,Vocational,3000.0,641.68,10000.0,15.48,97.53,2.86,0.69,38.06,53.69,75.71,69.53,7.31,100.0,Suboptimal
UNI1631,West,Undergraduate,4219.64,1335.08,164989.61,44.99,94.56,3.62,0.29,25.87,50.49,33.23,79.53,11.1,97.33,Suboptimal
UNI1632,Central,Undergraduate,27852.43,3090.87,204822.73,82.88,100.0,3.05,0.74,101.06,53.67,61.09,70.63,14.31,100.0,Optimal
UNI1633,East,Vocational,4159.05,207.09,120918.35,23.72,95.95,6.12,0.54,27.56,63.91,51.95,65.84,7.48,98.82,Suboptimal
UNI1634,Central,Vocational,4101.75,200.0,27608.9,30.21,97.23,1.49,0.63,37.36,40.63,53.43,48.0,2.71,97.26,Suboptimal
UNI1635,East,Undergraduate,17156.62,2081.94,265365.95,47.6,98.96,3.54,0.36,82.78,73.72,55.04,69.02,8.44,98.22,Optimal
UNI1636,West,Vocational,13842.7,1917.25,341832.24,77.42,99.78,5.13,0.68,77.59,46.55,37.23,59.58,13.26,100.0,Optimal
UNI1637,East,Vocational,3583.36,200.0,102154.85,55.49,100.0,2.15,0.37,11.77,61.28,60.09,67.61,11.8,97.27,Suboptimal
UNI1638,East,Undergraduate,21873.3,1081.46,61722.87,55.22,98.97,1.33,0.11,5.0,67.29,72.01,100.0,13.06,97.83,Optimal
UNI1639,East,Vocational,26333.99,200.0,25904.32,56.81,98.32,2.92,0.05,10.64,49.68,49.61,58.57,2.62,97.98,Suboptimal
UNI1640,Central,Vocational,20143.31,2201.77,211226.71,60.73,100.0,2.51,0.4,36.53,82.04,48.76,43.28,19.7,99.65,Optimal
